NAME,          east,   north,   alt,   trk,    gs,    vs,    time
OWNSHIP, -17.051, 284.055, 1349.664, 6.22, 109.46, 0.00, 2.6
OWNSHIP, -17.707, 294.980, 1349.664, 6.22, 109.46, 0.00, 2.7
OWNSHIP, -18.363, 305.905, 1349.664, 6.22, 109.46, 0.00, 2.8
OWNSHIP, -19.018, 316.831, 1349.664, 6.22, 109.46, 0.00, 2.9
OWNSHIP, -19.674, 327.756, 1349.664, 6.22, 109.46, 0.00, 3.0
OWNSHIP, -20.330, 338.681, 1349.664, 6.22, 109.46, 0.00, 3.1
OWNSHIP, -20.986, 349.606, 1349.664, 6.22, 109.46, 0.00, 3.2
OWNSHIP, -21.642, 360.531, 1349.664, 6.22, 109.46, 0.00, 3.3
OWNSHIP, -22.297, 371.456, 1349.664, 6.22, 109.46, 0.00, 3.4
OWNSHIP, -22.953, 382.382, 1349.664, 6.22, 109.46, 0.00, 3.5
OWNSHIP, -23.609, 393.307, 1349.664, 6.22, 109.46, 0.00, 3.6
OWNSHIP, -24.265, 404.232, 1349.664, 6.22, 109.46, 0.00, 3.7
OWNSHIP, -24.921, 415.157, 1349.664, 6.22, 109.46, 0.00, 3.8
OWNSHIP, -25.576, 426.082, 1349.664, 6.22, 109.46, 0.00, 3.9
OWNSHIP, -26.232, 437.008, 1349.664, 6.22, 109.46, 0.00, 4.0
OWNSHIP, -26.888, 447.933, 1349.664, 6.22, 109.46, 0.00, 4.1
OWNSHIP, -27.544, 458.858, 1349.664, 6.22, 109.46, 0.00, 4.2
OWNSHIP, -28.200, 469.783, 1349.664, 6.22, 109.46, 0.00, 4.3
OWNSHIP, -28.855, 480.708, 1349.664, 6.22, 109.46, 0.00, 4.4
OWNSHIP, -29.511, 491.634, 1349.664, 6.22, 109.46, 0.00, 4.5
OWNSHIP, -30.167, 502.559, 1349.664, 6.22, 109.46, 0.00, 4.6
OWNSHIP, -30.823, 513.484, 1349.664, 6.22, 109.46, 0.00, 4.7
OWNSHIP, -31.479, 524.409, 1349.664, 6.22, 109.46, 0.00, 4.8
OWNSHIP, -32.134, 535.334, 1349.664, 6.22, 109.46, 0.00, 4.9
OWNSHIP, -32.790, 546.260, 1349.664, 6.22, 109.46, 0.00, 5.0
OWNSHIP, -33.446, 557.185, 1349.664, 6.22, 109.46, 0.00, 5.1
OWNSHIP, -34.102, 568.110, 1349.664, 6.22, 109.46, 0.00, 5.2
OWNSHIP, -34.758, 579.035, 1349.664, 6.22, 109.46, 0.00, 5.3
OWNSHIP, -35.414, 589.960, 1349.664, 6.22, 109.46, 0.00, 5.4
OWNSHIP, -36.069, 600.885, 1349.664, 6.22, 109.46, 0.00, 5.5
OWNSHIP, -36.725, 611.811, 1349.664, 6.22, 109.46, 0.00, 5.6
OWNSHIP, -37.381, 622.736, 1349.664, 6.22, 109.46, 0.00, 5.7
OWNSHIP, -38.037, 633.661, 1349.664, 6.22, 109.46, 0.00, 5.8
OWNSHIP, -38.693, 644.586, 1349.664, 6.22, 109.46, 0.00, 5.9
OWNSHIP, -39.348, 655.511, 1349.664, 6.22, 109.46, 0.00, 6.0
OWNSHIP, -40.004, 666.437, 1349.664, 6.22, 109.46, 0.00, 6.1
OWNSHIP, -40.660, 677.362, 1349.664, 6.22, 109.46, 0.00, 6.2
OWNSHIP, -41.316, 688.287, 1349.664, 6.22, 109.46, 0.00, 6.3
OWNSHIP, -41.972, 699.212, 1349.664, 6.22, 109.46, 0.00, 6.4
OWNSHIP, -42.627, 710.137, 1349.664, 6.22, 109.46, 0.00, 6.5
OWNSHIP, -43.283, 721.063, 1349.664, 6.22, 109.46, 0.00, 6.6
OWNSHIP, -43.939, 731.988, 1349.664, 6.22, 109.46, 0.00, 6.7
OWNSHIP, -44.595, 742.913, 1349.664, 6.22, 109.46, 0.00, 6.8
OWNSHIP, -45.251, 753.838, 1349.664, 6.22, 109.46, 0.00, 6.9
OWNSHIP, -45.906, 764.763, 1349.664, 6.22, 109.46, 0.00, 7.0
OWNSHIP, -46.562, 775.688, 1349.664, 6.22, 109.46, 0.00, 7.1
OWNSHIP, -47.218, 786.614, 1349.664, 6.22, 109.46, 0.00, 7.2
OWNSHIP, -47.874, 797.539, 1349.664, 6.22, 109.46, 0.00, 7.3
OWNSHIP, -48.530, 808.464, 1349.664, 6.22, 109.46, 0.00, 7.4
OWNSHIP, -49.185, 819.389, 1349.664, 6.22, 109.46, 0.00, 7.5
OWNSHIP, -49.841, 830.314, 1349.664, 6.22, 109.46, 0.00, 7.6
OWNSHIP, -50.497, 841.240, 1349.664, 6.22, 109.46, 0.00, 7.7
OWNSHIP, -51.153, 852.165, 1349.664, 6.22, 109.46, 0.00, 7.8
OWNSHIP, -51.809, 863.090, 1349.664, 6.22, 109.46, 0.00, 7.9
OWNSHIP, -52.464, 874.015, 1349.664, 6.22, 109.46, 0.00, 8.0
OWNSHIP, -53.120, 884.940, 1349.664, 6.22, 109.46, 0.00, 8.1
OWNSHIP, -53.776, 895.866, 1349.664, 6.22, 109.46, 0.00, 8.2
OWNSHIP, -54.432, 906.791, 1349.664, 6.22, 109.46, 0.00, 8.3
OWNSHIP, -55.088, 917.716, 1349.664, 6.22, 109.46, 0.00, 8.4
OWNSHIP, -55.744, 928.641, 1349.664, 6.22, 109.46, 0.00, 8.5
OWNSHIP, -56.399, 939.566, 1349.664, 6.22, 109.46, 0.00, 8.6
OWNSHIP, -57.055, 950.492, 1349.664, 6.22, 109.46, 0.00, 8.7
OWNSHIP, -57.711, 961.417, 1349.664, 6.22, 109.46, 0.00, 8.8
OWNSHIP, -58.367, 972.342, 1349.664, 6.22, 109.46, 0.00, 8.9
OWNSHIP, -59.023, 983.267, 1349.664, 6.22, 109.46, 0.00, 9.0
OWNSHIP, -59.678, 994.192, 1349.664, 6.22, 109.46, 0.00, 9.1
OWNSHIP, -60.334, 1005.117, 1349.664, 6.22, 109.46, 0.00, 9.2
OWNSHIP, -60.990, 1016.043, 1349.664, 6.22, 109.46, 0.00, 9.3
OWNSHIP, -61.646, 1026.968, 1349.664, 6.22, 109.46, 0.00, 9.4
OWNSHIP, -62.302, 1037.893, 1349.664, 6.22, 109.46, 0.00, 9.5
OWNSHIP, -62.957, 1048.818, 1349.664, 6.22, 109.46, 0.00, 9.6
OWNSHIP, -63.613, 1059.743, 1349.664, 6.22, 109.46, 0.00, 9.7
OWNSHIP, -64.269, 1070.669, 1349.664, 6.22, 109.46, 0.00, 9.8
OWNSHIP, -64.925, 1081.594, 1349.664, 6.22, 109.46, 0.00, 9.9
OWNSHIP, -65.581, 1092.519, 1349.664, 6.22, 109.46, 0.00, 10.0
OWNSHIP, -66.236, 1103.444, 1349.664, 6.22, 109.46, 0.00, 10.1
OWNSHIP, -66.892, 1114.369, 1349.664, 6.22, 109.46, 0.00, 10.2
OWNSHIP, -67.548, 1125.295, 1349.664, 6.22, 109.46, 0.00, 10.3
OWNSHIP, -68.204, 1136.220, 1349.664, 6.22, 109.46, 0.00, 10.4
OWNSHIP, -68.860, 1147.145, 1349.664, 6.22, 109.46, 0.00, 10.5
OWNSHIP, -69.515, 1158.070, 1349.664, 6.22, 109.46, 0.00, 10.6
OWNSHIP, -70.171, 1168.995, 1349.664, 6.22, 109.46, 0.00, 10.7
OWNSHIP, -70.827, 1179.921, 1349.664, 6.22, 109.46, 0.00, 10.8
OWNSHIP, -71.483, 1190.846, 1349.664, 6.22, 109.46, 0.00, 10.9
OWNSHIP, -72.139, 1201.771, 1349.664, 6.22, 109.46, 0.00, 11.0
OWNSHIP, -72.794, 1212.696, 1349.664, 6.22, 109.46, 0.00, 11.1
OWNSHIP, -73.450, 1223.621, 1349.664, 6.22, 109.46, 0.00, 11.2
OWNSHIP, -74.106, 1234.546, 1349.664, 6.22, 109.46, 0.00, 11.3
OWNSHIP, -74.762, 1245.472, 1349.664, 6.22, 109.46, 0.00, 11.4
OWNSHIP, -75.418, 1256.397, 1349.664, 6.22, 109.46, 0.00, 11.5
OWNSHIP, -76.074, 1267.322, 1349.664, 6.22, 109.46, 0.00, 11.6
OWNSHIP, -76.729, 1278.247, 1349.664, 6.22, 109.46, 0.00, 11.7
OWNSHIP, -77.385, 1289.172, 1349.664, 6.22, 109.46, 0.00, 11.8
OWNSHIP, -78.041, 1300.098, 1349.664, 6.22, 109.46, 0.00, 11.9
OWNSHIP, -78.697, 1311.023, 1349.664, 6.22, 109.46, 0.00, 12.0
OWNSHIP, -79.353, 1321.948, 1349.664, 6.22, 109.46, 0.00, 12.1
OWNSHIP, -80.008, 1332.873, 1349.664, 6.22, 109.46, 0.00, 12.2
OWNSHIP, -80.664, 1343.798, 1349.664, 6.22, 109.46, 0.00, 12.3
OWNSHIP, -81.320, 1354.724, 1349.664, 6.22, 109.46, 0.00, 12.4
OWNSHIP, -81.976, 1365.649, 1349.664, 6.22, 109.46, 0.00, 12.5
OWNSHIP, -82.632, 1376.574, 1349.664, 6.22, 109.46, 0.00, 12.6
OWNSHIP, -83.287, 1387.499, 1349.664, 6.22, 109.46, 0.00, 12.7
OWNSHIP, -83.943, 1398.424, 1349.664, 6.22, 109.46, 0.00, 12.8
OWNSHIP, -84.599, 1409.350, 1349.664, 6.22, 109.46, 0.00, 12.9
OWNSHIP, -85.255, 1420.275, 1349.664, 6.22, 109.46, 0.00, 13.0
OWNSHIP, -85.911, 1431.200, 1349.664, 6.22, 109.46, 0.00, 13.1
OWNSHIP, -86.566, 1442.125, 1349.664, 6.22, 109.46, 0.00, 13.2
OWNSHIP, -87.222, 1453.050, 1349.664, 6.22, 109.46, 0.00, 13.3
OWNSHIP, -87.878, 1463.975, 1349.664, 6.22, 109.46, 0.00, 13.4
OWNSHIP, -88.534, 1474.901, 1349.664, 6.22, 109.46, 0.00, 13.5
OWNSHIP, -89.190, 1485.826, 1349.664, 6.22, 109.46, 0.00, 13.6
OWNSHIP, -89.845, 1496.751, 1349.664, 6.22, 109.46, 0.00, 13.7
OWNSHIP, -90.501, 1507.676, 1349.664, 6.22, 109.46, 0.00, 13.8
OWNSHIP, -91.157, 1518.601, 1349.664, 6.22, 109.46, 0.00, 13.9
OWNSHIP, -91.813, 1529.527, 1349.664, 6.22, 109.46, 0.00, 14.0
OWNSHIP, -92.469, 1540.452, 1349.664, 6.22, 109.46, 0.00, 14.1
OWNSHIP, -93.124, 1551.377, 1349.664, 6.22, 109.46, 0.00, 14.2
OWNSHIP, -93.780, 1562.302, 1349.664, 6.22, 109.46, 0.00, 14.3
OWNSHIP, -94.436, 1573.227, 1349.664, 6.22, 109.46, 0.00, 14.4
OWNSHIP, -95.092, 1584.153, 1349.664, 6.22, 109.46, 0.00, 14.5
OWNSHIP, -95.748, 1595.078, 1349.664, 6.22, 109.46, 0.00, 14.6
OWNSHIP, -96.403, 1606.003, 1349.664, 6.22, 109.46, 0.00, 14.7
OWNSHIP, -97.059, 1616.928, 1349.664, 6.22, 109.46, 0.00, 14.8
OWNSHIP, -97.715, 1627.853, 1349.664, 6.22, 109.46, 0.00, 14.9
OWNSHIP, -98.371, 1638.779, 1349.664, 6.22, 109.46, 0.00, 15.0
OWNSHIP, -99.027, 1649.704, 1349.664, 6.22, 109.46, 0.00, 15.1
OWNSHIP, -99.683, 1660.629, 1349.664, 6.22, 109.46, 0.00, 15.2
OWNSHIP, -100.338, 1671.554, 1349.664, 6.22, 109.46, 0.00, 15.3
OWNSHIP, -100.994, 1682.479, 1349.664, 6.22, 109.46, 0.00, 15.4
OWNSHIP, -101.650, 1693.404, 1349.664, 6.22, 109.46, 0.00, 15.5
OWNSHIP, -102.306, 1704.330, 1349.664, 6.22, 109.46, 0.00, 15.6
OWNSHIP, -102.962, 1715.255, 1349.664, 6.22, 109.46, 0.00, 15.7
OWNSHIP, -103.617, 1726.180, 1349.664, 6.22, 109.46, 0.00, 15.8
OWNSHIP, -104.273, 1737.105, 1349.664, 6.22, 109.46, 0.00, 15.9
OWNSHIP, -104.929, 1748.030, 1349.664, 6.22, 109.46, 0.00, 16.0
OWNSHIP, -105.585, 1758.956, 1349.664, 6.22, 109.46, 0.00, 16.1
OWNSHIP, -106.241, 1769.881, 1349.664, 6.22, 109.46, 0.00, 16.2
OWNSHIP, -106.896, 1780.806, 1349.664, 6.22, 109.46, 0.00, 16.3
OWNSHIP, -107.552, 1791.731, 1349.664, 6.22, 109.46, 0.00, 16.4
OWNSHIP, -108.208, 1802.656, 1349.664, 6.22, 109.46, 0.00, 16.5
OWNSHIP, -108.864, 1813.582, 1349.664, 6.22, 109.46, 0.00, 16.6
OWNSHIP, -109.520, 1824.507, 1349.664, 6.22, 109.46, 0.00, 16.7
OWNSHIP, -110.175, 1835.432, 1349.664, 6.22, 109.46, 0.00, 16.8
OWNSHIP, -110.831, 1846.357, 1349.664, 6.22, 109.46, 0.00, 16.9
OWNSHIP, -111.487, 1857.282, 1349.664, 6.22, 109.46, 0.00, 17.0
OWNSHIP, -112.143, 1868.208, 1349.664, 6.22, 109.46, 0.00, 17.1
OWNSHIP, -112.799, 1879.133, 1349.664, 6.22, 109.46, 0.00, 17.2
OWNSHIP, -113.454, 1890.058, 1349.664, 6.22, 109.46, 0.00, 17.3
OWNSHIP, -114.110, 1900.983, 1349.664, 6.22, 109.46, 0.00, 17.4
OWNSHIP, -114.766, 1911.908, 1349.664, 6.22, 109.46, 0.00, 17.5
OWNSHIP, -115.422, 1922.833, 1349.664, 6.22, 109.46, 0.00, 17.6
OWNSHIP, -116.078, 1933.759, 1349.664, 6.22, 109.46, 0.00, 17.7
OWNSHIP, -116.733, 1944.684, 1349.664, 6.22, 109.46, 0.00, 17.8
OWNSHIP, -117.389, 1955.609, 1349.664, 6.22, 109.46, 0.00, 17.9
OWNSHIP, -118.045, 1966.534, 1349.664, 6.22, 109.46, 0.00, 18.0
OWNSHIP, -118.701, 1977.459, 1349.664, 6.22, 109.46, 0.00, 18.1
OWNSHIP, -119.357, 1988.385, 1349.664, 6.22, 109.46, 0.00, 18.2
OWNSHIP, -120.013, 1999.310, 1349.664, 6.22, 109.46, 0.00, 18.3
OWNSHIP, -120.668, 2010.235, 1349.664, 6.22, 109.46, 0.00, 18.4
OWNSHIP, -121.324, 2021.160, 1349.664, 6.22, 109.46, 0.00, 18.5
OWNSHIP, -121.980, 2032.085, 1349.664, 6.22, 109.46, 0.00, 18.6
OWNSHIP, -122.636, 2043.011, 1349.664, 6.22, 109.46, 0.00, 18.7
OWNSHIP, -123.292, 2053.936, 1349.664, 6.22, 109.46, 0.00, 18.8
OWNSHIP, -123.947, 2064.861, 1349.664, 6.22, 109.46, 0.00, 18.9
OWNSHIP, -124.603, 2075.786, 1349.664, 6.22, 109.46, 0.00, 19.0
OWNSHIP, -125.259, 2086.711, 1349.664, 6.22, 109.46, 0.00, 19.1
OWNSHIP, -125.915, 2097.636, 1349.664, 6.22, 109.46, 0.00, 19.2
OWNSHIP, -126.571, 2108.562, 1349.664, 6.22, 109.46, 0.00, 19.3
OWNSHIP, -127.226, 2119.487, 1349.664, 6.22, 109.46, 0.00, 19.4
OWNSHIP, -127.882, 2130.412, 1349.664, 6.22, 109.46, 0.00, 19.5
OWNSHIP, -128.538, 2141.337, 1349.664, 6.22, 109.46, 0.00, 19.6
OWNSHIP, -129.194, 2152.262, 1349.664, 6.22, 109.46, 0.00, 19.7
OWNSHIP, -129.850, 2163.188, 1349.664, 6.22, 109.46, 0.00, 19.8
OWNSHIP, -130.505, 2174.113, 1349.664, 6.22, 109.46, 0.00, 19.9
OWNSHIP, -131.161, 2185.038, 1349.664, 6.22, 109.46, 0.00, 20.0
OWNSHIP, -131.817, 2195.963, 1349.664, 6.22, 109.46, 0.00, 20.1
OWNSHIP, -132.473, 2206.888, 1349.664, 6.22, 109.46, 0.00, 20.2
OWNSHIP, -133.129, 2217.814, 1349.664, 6.22, 109.46, 0.00, 20.3
OWNSHIP, -133.784, 2228.739, 1349.664, 6.22, 109.46, 0.00, 20.4
OWNSHIP, -134.440, 2239.664, 1349.664, 6.22, 109.46, 0.00, 20.5
OWNSHIP, -135.096, 2250.589, 1349.664, 6.22, 109.46, 0.00, 20.6
OWNSHIP, -135.752, 2261.514, 1349.664, 6.22, 109.46, 0.00, 20.7
OWNSHIP, -136.408, 2272.440, 1349.664, 6.22, 109.46, 0.00, 20.8
OWNSHIP, -137.063, 2283.365, 1349.664, 6.22, 109.46, 0.00, 20.9
OWNSHIP, -137.719, 2294.290, 1349.664, 6.22, 109.46, 0.00, 21.0
OWNSHIP, -138.375, 2305.215, 1349.664, 6.22, 109.46, 0.00, 21.1
OWNSHIP, -139.031, 2316.140, 1349.664, 6.22, 109.46, 0.00, 21.2
OWNSHIP, -139.687, 2327.065, 1349.664, 6.22, 109.46, 0.00, 21.3
OWNSHIP, -140.342, 2337.991, 1349.664, 6.22, 109.46, 0.00, 21.4
OWNSHIP, -140.998, 2348.916, 1349.664, 6.22, 109.46, 0.00, 21.5
OWNSHIP, -141.654, 2359.841, 1349.664, 6.22, 109.46, 0.00, 21.6
OWNSHIP, -142.310, 2370.766, 1349.664, 6.22, 109.46, 0.00, 21.7
OWNSHIP, -142.966, 2381.691, 1349.664, 6.22, 109.46, 0.00, 21.8
OWNSHIP, -143.622, 2392.617, 1349.664, 6.22, 109.46, 0.00, 21.9
OWNSHIP, -144.277, 2403.542, 1349.664, 6.22, 109.46, 0.00, 22.0
OWNSHIP, -144.933, 2414.467, 1349.664, 6.22, 109.46, 0.00, 22.1
OWNSHIP, -145.589, 2425.392, 1349.664, 6.22, 109.46, 0.00, 22.2
OWNSHIP, -146.245, 2436.317, 1349.664, 6.22, 109.46, 0.00, 22.3
OWNSHIP, -146.901, 2447.243, 1349.664, 6.22, 109.46, 0.00, 22.4
OWNSHIP, -147.556, 2458.168, 1349.664, 6.22, 109.46, 0.00, 22.5
OWNSHIP, -148.212, 2469.093, 1349.664, 6.22, 109.46, 0.00, 22.6
OWNSHIP, -148.868, 2480.018, 1349.664, 6.22, 109.46, 0.00, 22.7
OWNSHIP, -149.524, 2490.943, 1349.664, 6.22, 109.46, 0.00, 22.8
OWNSHIP, -150.180, 2501.869, 1349.664, 6.22, 109.46, 0.00, 22.9
OWNSHIP, -150.835, 2512.794, 1349.664, 6.22, 109.46, 0.00, 23.0
OWNSHIP, -151.491, 2523.719, 1349.664, 6.22, 109.46, 0.00, 23.1
OWNSHIP, -152.147, 2534.644, 1349.664, 6.22, 109.46, 0.00, 23.2
OWNSHIP, -152.803, 2545.569, 1349.664, 6.22, 109.46, 0.00, 23.3
OWNSHIP, -153.459, 2556.494, 1349.664, 6.22, 109.46, 0.00, 23.4
OWNSHIP, -154.114, 2567.420, 1349.664, 6.22, 109.46, 0.00, 23.5
OWNSHIP, -154.770, 2578.345, 1349.664, 6.22, 109.46, 0.00, 23.6
OWNSHIP, -155.426, 2589.270, 1349.664, 6.22, 109.46, 0.00, 23.7
OWNSHIP, -156.082, 2600.195, 1349.664, 6.22, 109.46, 0.00, 23.8
OWNSHIP, -156.738, 2611.120, 1349.664, 6.22, 109.46, 0.00, 23.9
OWNSHIP, -157.393, 2622.046, 1349.664, 6.22, 109.46, 0.00, 24.0
OWNSHIP, -158.049, 2632.971, 1349.664, 6.22, 109.46, 0.00, 24.1
OWNSHIP, -158.705, 2643.896, 1349.664, 6.22, 109.46, 0.00, 24.2
OWNSHIP, -159.361, 2654.821, 1349.664, 6.22, 109.46, 0.00, 24.3
OWNSHIP, -160.017, 2665.746, 1349.664, 6.22, 109.46, 0.00, 24.4
OWNSHIP, -160.672, 2676.672, 1349.664, 6.22, 109.46, 0.00, 24.5
OWNSHIP, -161.328, 2687.597, 1349.664, 6.22, 109.46, 0.00, 24.6
OWNSHIP, -161.984, 2698.522, 1349.664, 6.22, 109.46, 0.00, 24.7
OWNSHIP, -162.640, 2709.447, 1349.664, 6.22, 109.46, 0.00, 24.8
OWNSHIP, -163.296, 2720.372, 1349.664, 6.22, 109.46, 0.00, 24.9
OWNSHIP, -163.952, 2731.298, 1349.664, 6.22, 109.46, 0.00, 25.0
OWNSHIP, -164.607, 2742.223, 1349.664, 6.22, 109.46, 0.00, 25.1
OWNSHIP, -165.263, 2753.148, 1349.664, 6.22, 109.46, 0.00, 25.2
OWNSHIP, -165.919, 2764.073, 1349.664, 6.22, 109.46, 0.00, 25.3
OWNSHIP, -166.575, 2774.998, 1349.664, 6.22, 109.46, 0.00, 25.4
OWNSHIP, -167.231, 2785.923, 1349.664, 6.22, 109.46, 0.00, 25.5
OWNSHIP, -167.886, 2796.849, 1349.664, 6.22, 109.46, 0.00, 25.6
OWNSHIP, -168.542, 2807.774, 1349.664, 6.22, 109.46, 0.00, 25.7
OWNSHIP, -169.198, 2818.699, 1349.664, 6.22, 109.46, 0.00, 25.8
OWNSHIP, -169.854, 2829.624, 1349.664, 6.22, 109.46, 0.00, 25.9
OWNSHIP, -170.510, 2840.549, 1349.664, 6.22, 109.46, 0.00, 26.0
OWNSHIP, -171.165, 2851.475, 1349.664, 6.22, 109.46, 0.00, 26.1
OWNSHIP, -171.821, 2862.400, 1349.664, 6.22, 109.46, 0.00, 26.2
OWNSHIP, -172.477, 2873.325, 1349.664, 6.22, 109.46, 0.00, 26.3
OWNSHIP, -173.133, 2884.250, 1349.664, 6.22, 109.46, 0.00, 26.4
OWNSHIP, -173.789, 2895.175, 1349.664, 6.22, 109.46, 0.00, 26.5
OWNSHIP, -174.444, 2906.101, 1349.664, 6.22, 109.46, 0.00, 26.6
OWNSHIP, -175.100, 2917.026, 1349.664, 6.22, 109.46, 0.00, 26.7
OWNSHIP, -175.756, 2927.951, 1349.664, 6.22, 109.46, 0.00, 26.8
OWNSHIP, -176.412, 2938.876, 1349.664, 6.22, 109.46, 0.00, 26.9
OWNSHIP, -177.068, 2949.801, 1349.664, 6.22, 109.46, 0.00, 27.0
OWNSHIP, -177.723, 2960.726, 1349.664, 6.22, 109.46, 0.00, 27.1
OWNSHIP, -178.379, 2971.652, 1349.664, 6.22, 109.46, 0.00, 27.2
OWNSHIP, -179.035, 2982.577, 1349.664, 6.22, 109.46, 0.00, 27.3
OWNSHIP, -179.691, 2993.502, 1349.664, 6.22, 109.46, 0.00, 27.4
OWNSHIP, -180.347, 3004.427, 1349.664, 6.22, 109.46, 0.00, 27.5
OWNSHIP, -181.002, 3015.352, 1349.664, 6.22, 109.46, 0.00, 27.6
OWNSHIP, -181.658, 3026.278, 1349.664, 6.22, 109.46, 0.00, 27.7
OWNSHIP, -182.314, 3037.203, 1349.664, 6.22, 109.46, 0.00, 27.8
OWNSHIP, -182.970, 3048.128, 1349.664, 6.22, 109.46, 0.00, 27.9
OWNSHIP, -183.626, 3059.053, 1349.664, 6.22, 109.46, 0.00, 28.0
OWNSHIP, -184.281, 3069.978, 1349.664, 6.22, 109.46, 0.00, 28.1
OWNSHIP, -184.937, 3080.904, 1349.664, 6.22, 109.46, 0.00, 28.2
OWNSHIP, -185.593, 3091.829, 1349.664, 6.22, 109.46, 0.00, 28.3
OWNSHIP, -186.249, 3102.754, 1349.664, 6.22, 109.46, 0.00, 28.4
OWNSHIP, -186.905, 3113.679, 1349.664, 6.22, 109.46, 0.00, 28.5
OWNSHIP, -187.561, 3124.604, 1349.664, 6.22, 109.46, 0.00, 28.6
OWNSHIP, -188.216, 3135.530, 1349.664, 6.22, 109.46, 0.00, 28.7
OWNSHIP, -188.872, 3146.455, 1349.664, 6.22, 109.46, 0.00, 28.8
OWNSHIP, -189.528, 3157.380, 1349.664, 6.22, 109.46, 0.00, 28.9
OWNSHIP, -190.184, 3168.305, 1349.664, 6.22, 109.46, 0.00, 29.0
OWNSHIP, -190.840, 3179.230, 1349.664, 6.22, 109.46, 0.00, 29.1
OWNSHIP, -191.495, 3190.155, 1349.664, 6.22, 109.46, 0.00, 29.2
OWNSHIP, -192.151, 3201.081, 1349.664, 6.22, 109.46, 0.00, 29.3
OWNSHIP, -192.807, 3212.006, 1349.664, 6.22, 109.46, 0.00, 29.4
OWNSHIP, -193.463, 3222.931, 1349.664, 6.22, 109.46, 0.00, 29.5
OWNSHIP, -194.119, 3233.856, 1349.664, 6.22, 109.46, 0.00, 29.6
OWNSHIP, -194.774, 3244.781, 1349.664, 6.22, 109.46, 0.00, 29.7
OWNSHIP, -195.430, 3255.707, 1349.664, 6.22, 109.46, 0.00, 29.8
OWNSHIP, -196.086, 3266.632, 1349.664, 6.22, 109.46, 0.00, 29.9
OWNSHIP, -196.742, 3277.557, 1349.664, 6.22, 109.46, 0.00, 30.0
OWNSHIP, -197.398, 3288.482, 1349.664, 6.22, 109.46, 0.00, 30.1
OWNSHIP, -198.053, 3299.407, 1349.664, 6.22, 109.46, 0.00, 30.2
OWNSHIP, -198.709, 3310.333, 1349.664, 6.22, 109.46, 0.00, 30.3
OWNSHIP, -199.365, 3321.258, 1349.664, 6.22, 109.46, 0.00, 30.4
OWNSHIP, -200.021, 3332.183, 1349.664, 6.22, 109.46, 0.00, 30.5
OWNSHIP, -200.677, 3343.108, 1349.664, 6.22, 109.46, 0.00, 30.6
OWNSHIP, -201.332, 3354.033, 1349.664, 6.22, 109.46, 0.00, 30.7
OWNSHIP, -201.988, 3364.959, 1349.664, 6.22, 109.46, 0.00, 30.8
OWNSHIP, -202.644, 3375.884, 1349.664, 6.22, 109.46, 0.00, 30.9
