NAME,          east,   north,   alt,   trk,    gs,    vs,    time
OWNSHIP, 204.926, 1271.976, 1635.609, 0.16, 167.33, 0.00, 7.7
OWNSHIP, 207.588, 1288.495, 1635.609, 0.16, 167.33, 0.00, 7.8
OWNSHIP, 210.249, 1305.014, 1635.609, 0.16, 167.33, 0.00, 7.9
OWNSHIP, 212.911, 1321.534, 1635.609, 0.16, 167.33, 0.00, 8.0
OWNSHIP, 215.572, 1338.053, 1635.609, 0.16, 167.33, 0.00, 8.1
OWNSHIP, 218.233, 1354.572, 1635.609, 0.16, 167.33, 0.00, 8.2
OWNSHIP, 220.895, 1371.091, 1635.609, 0.16, 167.33, 0.00, 8.3
OWNSHIP, 223.556, 1387.610, 1635.609, 0.16, 167.33, 0.00, 8.4
OWNSHIP, 226.218, 1404.129, 1635.609, 0.16, 167.33, 0.00, 8.5
OWNSHIP, 228.879, 1420.649, 1635.609, 0.16, 167.33, 0.00, 8.6
OWNSHIP, 231.540, 1437.168, 1635.609, 0.16, 167.33, 0.00, 8.7
OWNSHIP, 234.202, 1453.687, 1635.609, 0.16, 167.33, 0.00, 8.8
OWNSHIP, 236.863, 1470.206, 1635.609, 0.16, 167.33, 0.00, 8.9
OWNSHIP, 239.524, 1486.725, 1635.609, 0.16, 167.33, 0.00, 9.0
OWNSHIP, 242.186, 1503.245, 1635.609, 0.16, 167.33, 0.00, 9.1
OWNSHIP, 244.847, 1519.764, 1635.609, 0.16, 167.33, 0.00, 9.2
OWNSHIP, 247.509, 1536.283, 1635.609, 0.16, 167.33, 0.00, 9.3
OWNSHIP, 250.170, 1552.802, 1635.609, 0.16, 167.33, 0.00, 9.4
OWNSHIP, 252.831, 1569.321, 1635.609, 0.16, 167.33, 0.00, 9.5
OWNSHIP, 255.493, 1585.840, 1635.609, 0.16, 167.33, 0.00, 9.6
OWNSHIP, 258.154, 1602.360, 1635.609, 0.16, 167.33, 0.00, 9.7
OWNSHIP, 260.816, 1618.879, 1635.609, 0.16, 167.33, 0.00, 9.8
OWNSHIP, 263.477, 1635.398, 1635.609, 0.16, 167.33, 0.00, 9.9
OWNSHIP, 266.138, 1651.917, 1635.609, 0.16, 167.33, 0.00, 10.0
OWNSHIP, 268.800, 1668.436, 1635.609, 0.16, 167.33, 0.00, 10.1
OWNSHIP, 271.461, 1684.955, 1635.609, 0.16, 167.33, 0.00, 10.2
OWNSHIP, 274.122, 1701.475, 1635.609, 0.16, 167.33, 0.00, 10.3
OWNSHIP, 276.784, 1717.994, 1635.609, 0.16, 167.33, 0.00, 10.4
OWNSHIP, 279.445, 1734.513, 1635.609, 0.16, 167.33, 0.00, 10.5
OWNSHIP, 282.107, 1751.032, 1635.609, 0.16, 167.33, 0.00, 10.6
OWNSHIP, 284.768, 1767.551, 1635.609, 0.16, 167.33, 0.00, 10.7
OWNSHIP, 287.429, 1784.070, 1635.609, 0.16, 167.33, 0.00, 10.8
OWNSHIP, 290.091, 1800.590, 1635.609, 0.16, 167.33, 0.00, 10.9
OWNSHIP, 292.752, 1817.109, 1635.609, 0.16, 167.33, 0.00, 11.0
OWNSHIP, 295.413, 1833.628, 1635.609, 0.16, 167.33, 0.00, 11.1
OWNSHIP, 298.075, 1850.147, 1635.609, 0.16, 167.33, 0.00, 11.2
OWNSHIP, 300.736, 1866.666, 1635.609, 0.16, 167.33, 0.00, 11.3
OWNSHIP, 303.398, 1883.185, 1635.609, 0.16, 167.33, 0.00, 11.4
OWNSHIP, 306.059, 1899.705, 1635.609, 0.16, 167.33, 0.00, 11.5
OWNSHIP, 308.720, 1916.224, 1635.609, 0.16, 167.33, 0.00, 11.6
OWNSHIP, 311.382, 1932.743, 1635.609, 0.16, 167.33, 0.00, 11.7
OWNSHIP, 314.043, 1949.262, 1635.609, 0.16, 167.33, 0.00, 11.8
OWNSHIP, 316.705, 1965.781, 1635.609, 0.16, 167.33, 0.00, 11.9
OWNSHIP, 319.366, 1982.300, 1635.609, 0.16, 167.33, 0.00, 12.0
OWNSHIP, 322.027, 1998.820, 1635.609, 0.16, 167.33, 0.00, 12.1
OWNSHIP, 324.689, 2015.339, 1635.609, 0.16, 167.33, 0.00, 12.2
OWNSHIP, 327.350, 2031.858, 1635.609, 0.16, 167.33, 0.00, 12.3
OWNSHIP, 330.011, 2048.377, 1635.609, 0.16, 167.33, 0.00, 12.4
OWNSHIP, 332.673, 2064.896, 1635.609, 0.16, 167.33, 0.00, 12.5
OWNSHIP, 335.334, 2081.415, 1635.609, 0.16, 167.33, 0.00, 12.6
OWNSHIP, 337.996, 2097.935, 1635.609, 0.16, 167.33, 0.00, 12.7
OWNSHIP, 340.657, 2114.454, 1635.609, 0.16, 167.33, 0.00, 12.8
OWNSHIP, 343.318, 2130.973, 1635.609, 0.16, 167.33, 0.00, 12.9
OWNSHIP, 345.980, 2147.492, 1635.609, 0.16, 167.33, 0.00, 13.0
OWNSHIP, 348.641, 2164.011, 1635.609, 0.16, 167.33, 0.00, 13.1
OWNSHIP, 351.303, 2180.531, 1635.609, 0.16, 167.33, 0.00, 13.2
OWNSHIP, 353.964, 2197.050, 1635.609, 0.16, 167.33, 0.00, 13.3
OWNSHIP, 356.625, 2213.569, 1635.609, 0.16, 167.33, 0.00, 13.4
OWNSHIP, 359.287, 2230.088, 1635.609, 0.16, 167.33, 0.00, 13.5
OWNSHIP, 361.948, 2246.607, 1635.609, 0.16, 167.33, 0.00, 13.6
OWNSHIP, 364.609, 2263.126, 1635.609, 0.16, 167.33, 0.00, 13.7
OWNSHIP, 367.271, 2279.646, 1635.609, 0.16, 167.33, 0.00, 13.8
OWNSHIP, 369.932, 2296.165, 1635.609, 0.16, 167.33, 0.00, 13.9
OWNSHIP, 372.594, 2312.684, 1635.609, 0.16, 167.33, 0.00, 14.0
OWNSHIP, 375.255, 2329.203, 1635.609, 0.16, 167.33, 0.00, 14.1
OWNSHIP, 377.916, 2345.722, 1635.609, 0.16, 167.33, 0.00, 14.2
OWNSHIP, 380.578, 2362.241, 1635.609, 0.16, 167.33, 0.00, 14.3
OWNSHIP, 383.239, 2378.761, 1635.609, 0.16, 167.33, 0.00, 14.4
OWNSHIP, 385.901, 2395.280, 1635.609, 0.16, 167.33, 0.00, 14.5
OWNSHIP, 388.562, 2411.799, 1635.609, 0.16, 167.33, 0.00, 14.6
OWNSHIP, 391.223, 2428.318, 1635.609, 0.16, 167.33, 0.00, 14.7
OWNSHIP, 393.885, 2444.837, 1635.609, 0.16, 167.33, 0.00, 14.8
OWNSHIP, 396.546, 2461.356, 1635.609, 0.16, 167.33, 0.00, 14.9
OWNSHIP, 399.207, 2477.876, 1635.609, 0.16, 167.33, 0.00, 15.0
OWNSHIP, 401.869, 2494.395, 1635.609, 0.16, 167.33, 0.00, 15.1
OWNSHIP, 404.530, 2510.914, 1635.609, 0.16, 167.33, 0.00, 15.2
OWNSHIP, 407.192, 2527.433, 1635.609, 0.16, 167.33, 0.00, 15.3
OWNSHIP, 409.853, 2543.952, 1635.609, 0.16, 167.33, 0.00, 15.4
OWNSHIP, 412.514, 2560.471, 1635.609, 0.16, 167.33, 0.00, 15.5
OWNSHIP, 415.176, 2576.991, 1635.609, 0.16, 167.33, 0.00, 15.6
OWNSHIP, 417.837, 2593.510, 1635.609, 0.16, 167.33, 0.00, 15.7
OWNSHIP, 420.498, 2610.029, 1635.609, 0.16, 167.33, 0.00, 15.8
OWNSHIP, 423.160, 2626.548, 1635.609, 0.16, 167.33, 0.00, 15.9
OWNSHIP, 425.821, 2643.067, 1635.609, 0.16, 167.33, 0.00, 16.0
OWNSHIP, 428.483, 2659.586, 1635.609, 0.16, 167.33, 0.00, 16.1
OWNSHIP, 431.144, 2676.106, 1635.609, 0.16, 167.33, 0.00, 16.2
OWNSHIP, 433.805, 2692.625, 1635.609, 0.16, 167.33, 0.00, 16.3
OWNSHIP, 436.467, 2709.144, 1635.609, 0.16, 167.33, 0.00, 16.4
OWNSHIP, 439.128, 2725.663, 1635.609, 0.16, 167.33, 0.00, 16.5
OWNSHIP, 441.790, 2742.182, 1635.609, 0.16, 167.33, 0.00, 16.6
OWNSHIP, 444.451, 2758.701, 1635.609, 0.16, 167.33, 0.00, 16.7
OWNSHIP, 447.112, 2775.221, 1635.609, 0.16, 167.33, 0.00, 16.8
OWNSHIP, 449.774, 2791.740, 1635.609, 0.16, 167.33, 0.00, 16.9
OWNSHIP, 452.435, 2808.259, 1635.609, 0.16, 167.33, 0.00, 17.0
OWNSHIP, 455.096, 2824.778, 1635.609, 0.16, 167.33, 0.00, 17.1
OWNSHIP, 457.758, 2841.297, 1635.609, 0.16, 167.33, 0.00, 17.2
OWNSHIP, 460.419, 2857.816, 1635.609, 0.16, 167.33, 0.00, 17.3
OWNSHIP, 463.081, 2874.336, 1635.609, 0.16, 167.33, 0.00, 17.4
OWNSHIP, 465.742, 2890.855, 1635.609, 0.16, 167.33, 0.00, 17.5
OWNSHIP, 468.403, 2907.374, 1635.609, 0.16, 167.33, 0.00, 17.6
OWNSHIP, 471.065, 2923.893, 1635.609, 0.16, 167.33, 0.00, 17.7
OWNSHIP, 473.726, 2940.412, 1635.609, 0.16, 167.33, 0.00, 17.8
OWNSHIP, 476.388, 2956.932, 1635.609, 0.16, 167.33, 0.00, 17.9
OWNSHIP, 479.049, 2973.451, 1635.609, 0.16, 167.33, 0.00, 18.0
OWNSHIP, 481.710, 2989.970, 1635.609, 0.16, 167.33, 0.00, 18.1
OWNSHIP, 484.372, 3006.489, 1635.609, 0.16, 167.33, 0.00, 18.2
OWNSHIP, 487.033, 3023.008, 1635.609, 0.16, 167.33, 0.00, 18.3
OWNSHIP, 489.694, 3039.527, 1635.609, 0.16, 167.33, 0.00, 18.4
OWNSHIP, 492.356, 3056.047, 1635.609, 0.16, 167.33, 0.00, 18.5
OWNSHIP, 495.017, 3072.566, 1635.609, 0.16, 167.33, 0.00, 18.6
OWNSHIP, 497.679, 3089.085, 1635.609, 0.16, 167.33, 0.00, 18.7
OWNSHIP, 500.340, 3105.604, 1635.609, 0.16, 167.33, 0.00, 18.8
OWNSHIP, 503.001, 3122.123, 1635.609, 0.16, 167.33, 0.00, 18.9
OWNSHIP, 505.663, 3138.642, 1635.609, 0.16, 167.33, 0.00, 19.0
OWNSHIP, 508.324, 3155.162, 1635.609, 0.16, 167.33, 0.00, 19.1
OWNSHIP, 510.986, 3171.681, 1635.609, 0.16, 167.33, 0.00, 19.2
OWNSHIP, 513.647, 3188.200, 1635.609, 0.16, 167.33, 0.00, 19.3
OWNSHIP, 516.308, 3204.719, 1635.609, 0.16, 167.33, 0.00, 19.4
OWNSHIP, 518.970, 3221.238, 1635.609, 0.16, 167.33, 0.00, 19.5
OWNSHIP, 521.631, 3237.757, 1635.609, 0.16, 167.33, 0.00, 19.6
OWNSHIP, 524.292, 3254.277, 1635.609, 0.16, 167.33, 0.00, 19.7
OWNSHIP, 526.954, 3270.796, 1635.609, 0.16, 167.33, 0.00, 19.8
OWNSHIP, 529.615, 3287.315, 1635.609, 0.16, 167.33, 0.00, 19.9
OWNSHIP, 532.277, 3303.834, 1635.609, 0.16, 167.33, 0.00, 20.0
OWNSHIP, 534.938, 3320.353, 1635.609, 0.16, 167.33, 0.00, 20.1
OWNSHIP, 537.599, 3336.872, 1635.609, 0.16, 167.33, 0.00, 20.2
OWNSHIP, 540.261, 3353.392, 1635.609, 0.16, 167.33, 0.00, 20.3
OWNSHIP, 542.922, 3369.911, 1635.609, 0.16, 167.33, 0.00, 20.4
OWNSHIP, 545.583, 3386.430, 1635.609, 0.16, 167.33, 0.00, 20.5
OWNSHIP, 548.245, 3402.949, 1635.609, 0.16, 167.33, 0.00, 20.6
OWNSHIP, 550.906, 3419.468, 1635.609, 0.16, 167.33, 0.00, 20.7
OWNSHIP, 553.568, 3435.987, 1635.609, 0.16, 167.33, 0.00, 20.8
OWNSHIP, 556.229, 3452.507, 1635.609, 0.16, 167.33, 0.00, 20.9
OWNSHIP, 558.890, 3469.026, 1635.609, 0.16, 167.33, 0.00, 21.0
OWNSHIP, 561.552, 3485.545, 1635.609, 0.16, 167.33, 0.00, 21.1
OWNSHIP, 564.213, 3502.064, 1635.609, 0.16, 167.33, 0.00, 21.2
OWNSHIP, 566.875, 3518.583, 1635.609, 0.16, 167.33, 0.00, 21.3
OWNSHIP, 569.536, 3535.102, 1635.609, 0.16, 167.33, 0.00, 21.4
OWNSHIP, 572.197, 3551.622, 1635.609, 0.16, 167.33, 0.00, 21.5
OWNSHIP, 574.859, 3568.141, 1635.609, 0.16, 167.33, 0.00, 21.6
OWNSHIP, 577.520, 3584.660, 1635.609, 0.16, 167.33, 0.00, 21.7
OWNSHIP, 580.181, 3601.179, 1635.609, 0.16, 167.33, 0.00, 21.8
OWNSHIP, 582.843, 3617.698, 1635.609, 0.16, 167.33, 0.00, 21.9
OWNSHIP, 585.504, 3634.217, 1635.609, 0.16, 167.33, 0.00, 22.0
OWNSHIP, 588.166, 3650.737, 1635.609, 0.16, 167.33, 0.00, 22.1
OWNSHIP, 590.827, 3667.256, 1635.609, 0.16, 167.33, 0.00, 22.2
OWNSHIP, 593.488, 3683.775, 1635.609, 0.16, 167.33, 0.00, 22.3
OWNSHIP, 596.150, 3700.294, 1635.609, 0.16, 167.33, 0.00, 22.4
OWNSHIP, 598.811, 3716.813, 1635.609, 0.16, 167.33, 0.00, 22.5
OWNSHIP, 601.473, 3733.332, 1635.609, 0.16, 167.33, 0.00, 22.6
OWNSHIP, 604.134, 3749.852, 1635.609, 0.16, 167.33, 0.00, 22.7
OWNSHIP, 606.795, 3766.371, 1635.609, 0.16, 167.33, 0.00, 22.8
OWNSHIP, 609.457, 3782.890, 1635.609, 0.16, 167.33, 0.00, 22.9
OWNSHIP, 612.118, 3799.409, 1635.609, 0.16, 167.33, 0.00, 23.0
OWNSHIP, 614.779, 3815.928, 1635.609, 0.16, 167.33, 0.00, 23.1
OWNSHIP, 617.441, 3832.448, 1635.609, 0.16, 167.33, 0.00, 23.2
OWNSHIP, 620.102, 3848.967, 1635.609, 0.16, 167.33, 0.00, 23.3
OWNSHIP, 622.764, 3865.486, 1635.609, 0.16, 167.33, 0.00, 23.4
OWNSHIP, 625.425, 3882.005, 1635.609, 0.16, 167.33, 0.00, 23.5
OWNSHIP, 628.086, 3898.524, 1635.609, 0.16, 167.33, 0.00, 23.6
OWNSHIP, 630.748, 3915.043, 1635.609, 0.16, 167.33, 0.00, 23.7
OWNSHIP, 633.409, 3931.563, 1635.609, 0.16, 167.33, 0.00, 23.8
OWNSHIP, 636.070, 3948.082, 1635.609, 0.16, 167.33, 0.00, 23.9
OWNSHIP, 638.732, 3964.601, 1635.609, 0.16, 167.33, 0.00, 24.0
OWNSHIP, 641.393, 3981.120, 1635.609, 0.16, 167.33, 0.00, 24.1
OWNSHIP, 644.055, 3997.639, 1635.609, 0.16, 167.33, 0.00, 24.2
OWNSHIP, 646.716, 4014.158, 1635.609, 0.16, 167.33, 0.00, 24.3
OWNSHIP, 649.377, 4030.678, 1635.609, 0.16, 167.33, 0.00, 24.4
OWNSHIP, 652.039, 4047.197, 1635.609, 0.16, 167.33, 0.00, 24.5
OWNSHIP, 654.700, 4063.716, 1635.609, 0.16, 167.33, 0.00, 24.6
OWNSHIP, 657.362, 4080.235, 1635.609, 0.16, 167.33, 0.00, 24.7
OWNSHIP, 660.023, 4096.754, 1635.609, 0.16, 167.33, 0.00, 24.8
OWNSHIP, 662.684, 4113.273, 1635.609, 0.16, 167.33, 0.00, 24.9
OWNSHIP, 665.346, 4129.793, 1635.609, 0.16, 167.33, 0.00, 25.0
OWNSHIP, 668.007, 4146.312, 1635.609, 0.16, 167.33, 0.00, 25.1
OWNSHIP, 670.668, 4162.831, 1635.609, 0.16, 167.33, 0.00, 25.2
OWNSHIP, 673.330, 4179.350, 1635.609, 0.16, 167.33, 0.00, 25.3
OWNSHIP, 675.991, 4195.869, 1635.609, 0.16, 167.33, 0.00, 25.4
OWNSHIP, 678.653, 4212.388, 1635.609, 0.16, 167.33, 0.00, 25.5
OWNSHIP, 681.314, 4228.908, 1635.609, 0.16, 167.33, 0.00, 25.6
OWNSHIP, 683.975, 4245.427, 1635.609, 0.16, 167.33, 0.00, 25.7
OWNSHIP, 686.637, 4261.946, 1635.609, 0.16, 167.33, 0.00, 25.8
OWNSHIP, 689.298, 4278.465, 1635.609, 0.16, 167.33, 0.00, 25.9
OWNSHIP, 691.960, 4294.984, 1635.609, 0.16, 167.33, 0.00, 26.0
OWNSHIP, 694.621, 4311.503, 1635.609, 0.16, 167.33, 0.00, 26.1
OWNSHIP, 697.282, 4328.023, 1635.609, 0.16, 167.33, 0.00, 26.2
OWNSHIP, 699.944, 4344.542, 1635.609, 0.16, 167.33, 0.00, 26.3
OWNSHIP, 702.605, 4361.061, 1635.609, 0.16, 167.33, 0.00, 26.4
OWNSHIP, 705.266, 4377.580, 1635.609, 0.16, 167.33, 0.00, 26.5
OWNSHIP, 707.928, 4394.099, 1635.609, 0.16, 167.33, 0.00, 26.6
OWNSHIP, 710.589, 4410.618, 1635.609, 0.16, 167.33, 0.00, 26.7
OWNSHIP, 713.251, 4427.138, 1635.609, 0.16, 167.33, 0.00, 26.8
OWNSHIP, 715.912, 4443.657, 1635.609, 0.16, 167.33, 0.00, 26.9
OWNSHIP, 718.573, 4460.176, 1635.609, 0.16, 167.33, 0.00, 27.0
OWNSHIP, 721.235, 4476.695, 1635.609, 0.16, 167.33, 0.00, 27.1
OWNSHIP, 723.896, 4493.214, 1635.609, 0.16, 167.33, 0.00, 27.2
OWNSHIP, 726.558, 4509.733, 1635.609, 0.16, 167.33, 0.00, 27.3
OWNSHIP, 729.219, 4526.253, 1635.609, 0.16, 167.33, 0.00, 27.4
OWNSHIP, 731.880, 4542.772, 1635.609, 0.16, 167.33, 0.00, 27.5
OWNSHIP, 734.542, 4559.291, 1635.609, 0.16, 167.33, 0.00, 27.6
OWNSHIP, 737.203, 4575.810, 1635.609, 0.16, 167.33, 0.00, 27.7
OWNSHIP, 739.864, 4592.329, 1635.609, 0.16, 167.33, 0.00, 27.8
OWNSHIP, 742.526, 4608.848, 1635.609, 0.16, 167.33, 0.00, 27.9
OWNSHIP, 745.187, 4625.368, 1635.609, 0.16, 167.33, 0.00, 28.0
OWNSHIP, 747.849, 4641.887, 1635.609, 0.16, 167.33, 0.00, 28.1
OWNSHIP, 750.510, 4658.406, 1635.609, 0.16, 167.33, 0.00, 28.2
OWNSHIP, 753.171, 4674.925, 1635.609, 0.16, 167.33, 0.00, 28.3
OWNSHIP, 755.833, 4691.444, 1635.609, 0.16, 167.33, 0.00, 28.4
OWNSHIP, 758.494, 4707.964, 1635.609, 0.16, 167.33, 0.00, 28.5
OWNSHIP, 761.155, 4724.483, 1635.609, 0.16, 167.33, 0.00, 28.6
OWNSHIP, 763.817, 4741.002, 1635.609, 0.16, 167.33, 0.00, 28.7
OWNSHIP, 766.478, 4757.521, 1635.609, 0.16, 167.33, 0.00, 28.8
OWNSHIP, 769.140, 4774.040, 1635.609, 0.16, 167.33, 0.00, 28.9
OWNSHIP, 771.801, 4790.559, 1635.609, 0.16, 167.33, 0.00, 29.0
OWNSHIP, 774.462, 4807.079, 1635.609, 0.16, 167.33, 0.00, 29.1
OWNSHIP, 777.124, 4823.598, 1635.609, 0.16, 167.33, 0.00, 29.2
OWNSHIP, 779.785, 4840.117, 1635.609, 0.16, 167.33, 0.00, 29.3
OWNSHIP, 782.447, 4856.636, 1635.609, 0.16, 167.33, 0.00, 29.4
OWNSHIP, 785.108, 4873.155, 1635.609, 0.16, 167.33, 0.00, 29.5
OWNSHIP, 787.769, 4889.674, 1635.609, 0.16, 167.33, 0.00, 29.6
OWNSHIP, 790.431, 4906.194, 1635.609, 0.16, 167.33, 0.00, 29.7
OWNSHIP, 793.092, 4922.713, 1635.609, 0.16, 167.33, 0.00, 29.8
OWNSHIP, 795.753, 4939.232, 1635.609, 0.16, 167.33, 0.00, 29.9
OWNSHIP, 798.415, 4955.751, 1635.609, 0.16, 167.33, 0.00, 30.0
OWNSHIP, 801.076, 4972.270, 1635.609, 0.16, 167.33, 0.00, 30.1
OWNSHIP, 803.738, 4988.789, 1635.609, 0.16, 167.33, 0.00, 30.2
OWNSHIP, 806.399, 5005.309, 1635.609, 0.16, 167.33, 0.00, 30.3
OWNSHIP, 809.060, 5021.828, 1635.609, 0.16, 167.33, 0.00, 30.4
OWNSHIP, 811.722, 5038.347, 1635.609, 0.16, 167.33, 0.00, 30.5
OWNSHIP, 814.383, 5054.866, 1635.609, 0.16, 167.33, 0.00, 30.6
OWNSHIP, 817.045, 5071.385, 1635.609, 0.16, 167.33, 0.00, 30.7
OWNSHIP, 819.706, 5087.904, 1635.609, 0.16, 167.33, 0.00, 30.8
OWNSHIP, 822.367, 5104.424, 1635.609, 0.16, 167.33, 0.00, 30.9
